20"CTR_NO","CTR_SIZE","LDD_MT_FLG","IMP_EXP_FLG","FCL_LCL_FLG","SEAL_NO","SLINE_CD","ICD_LOC_CD","STK_LOC","ROW_NO","COLUMN_NO","HEIGHT","STK_ID","ID"
"FLKU4006023",40,"E","E","FCL","","SSSGS","WHF","521/014B","521","014","B","4P","4P:521:014:B"
"EGSU9075481",40,"E","E","FCL","","AMAP","ST","037/047B","037","047","B","S5","S5:037:047:B"
"TCNU3599726",40,"E","E","FCL","","SSSGS","IWH","099/046B","099","046","B","I4","I4:099:046:B"
"TGCU2323980",20,"E","E","FCL","","CSCLP","ST","020/074B","020","074","B","S3","S3:020:074:B"
"TEMU7827531",40,"E","E","FCL","","NAV","ST","033/047A","033","047","A","M1","M1:033:047:A"
"OOCU9105960",40,"L","I","FCL","OOLKQM9622","OOCL","WHF","529/042A","529","042","A","6P","6P:529:042:A"
"BSIU3387020",20,"E","E","","","SHLP","ST","018/097B","018","097","B","S3","S3:018:097:B"
"TRHU4931910",40,"L","I","FCL","M6964070","CMCGM","IWH","118/009B","118","009","B","P5","P5:118:009:B"
"TGCU0099736",40,"L","I","FCL","M9521673","CMCGM","IWH","552/031A","552","031","A","IP","IP:552:031:A"
"TCNU4711050",40,"L","I","FCL","M0407826","CMCGM","IWH","118/009C","118","009","C","P5","P5:118:009:C"
"LYGU1046293",40,"E","E","","","ECM","IWH","096/005A","096","005","A","I4","I4:096:005:A"
"ONEU1701634",40,"E","E","FCL","","ONEPL","EWH","219/097A","219","097","A","E4","E4:219:097:A"
"CAIU6549094",20,"L","I","FCL","UFL552731","UAIPL","IWH","111/009A","111","009","A","R1","R1:111:009:A"
"CMAU3543813",40,"L","I","FCL","M6964132","CMCGM","IWH","118/001A","118","001","A","P5","P5:118:001:A"
"OOCU0549455",20,"E","E","FCL","","COSCO","NTA","337/022D","337","022","D","N8","N8:337:022:D"
"ESDU1401268",20,"L","I","FCL","D2758888","ESAPL","IWH","112/014A","112","014","A","R2","R2:112:014:A"
"BEAU5260348",40,"E","E","","","ONEPL","EWH","198/006B","198","006","B","E1","E1:198:006:B"
"NYKU0700092",40,"E","E","FCL","","ONEPL","EWH","197/022A","197","022","A","E1","E1:197:022:A"
"MRKU0439574",40,"E","E","FCL","","MAI","ST","010/094B","010","094","B","S2","S2:010:094:B"
"MSCU3690842",20,"E","E","FCL","","MSC","ST","022/079C","022","079","C","S4","S4:022:079:C"
"MSCU6858499",20,"E","E","FCL","","MSC","ST","023/074A","023","074","A","S4","S4:023:074:A"
"TRHU3104250",20,"L","I","FCL","R9787382","CMCGM","ST","017/007A","017","007","A","S3","S3:017:007:A"
"NLLU4153143",40,"E","E","LCL","","ECM","ST","036/064B","036","064","B","S5","S5:036:064:B"
"TEMU0996334",20,"L","I","FCL","M7028044","CMCGM","ST","017/006D","017","006","D","S3","S3:017:006:D"
"PCIU9196363",40,"E","E","FCL","","PACIF","ST","031/042C","031","042","C","M1","M1:031:042:C"
"ESDU1218745",20,"E","E","FCL","","ESAPL","ST","017/076A","017","076","A","S3","S3:017:076:A"
"ONEU3079978",20,"E","E","FCL","","ONEPL","ST","021/083B","021","083","B","S3","S3:021:083:B"
"ECMU2692688",20,"L","I","FCL","BS1A061340","CMANL","IWH","110/008A","110","008","A","R1","R1:110:008:A"
"GESU6690700",40,"L","I","FCL","M7811695","CMCGM","IWH","560/031A","560","031","A","IP","IP:560:031:A"
"FCGU1680409",40,"L","I","FCL","M6962110","CMCGM","IWH","554/031B","554","031","B","IP","IP:554:031:B"
"TCNU3896982",40,"L","I","FCL","M6964188","CMCGM","IWH","554/033D","554","033","D","IP","IP:554:033:D"
"ESDU2829034",20,"E","E","FCL","","ESAPL","ST","020/079A","020","079","A","S3","S3:020:079:A"
"TEMU8113945",40,"L","I","FCL","M9618256","CMCGM","IWH","113/001B","113","001","B","R2","R2:113:001:B"
"CMAU0458596",20,"L","X","FCL","639832","CMCGM","EWH","205/003C","205","003","C","E2","E2:205:003:C"
"CMAU4362091",40,"E","X","FCL","","CMCGM","ST","012/092A","012","092","A","S2","S2:012:092:A"
"KOCU4663332",40,"L","I","FCL","230314630","HMIPL","IWH","552/036C","552","036","C","IP","IP:552:036:C"
"CIPU5156610",40,"E","E","FCL","","RCL","ST","037/051A","037","051","A","S5","S5:037:051:A"
"CMAU7647930",40,"E","E","FCL","","CMCGM","WHF","534/003B","534","003","B","NP","NP:534:003:B"
"EITU1266811",40,"L","I","FCL","0000226","AMAP","ST","022/042A","022","042","A","S4","S4:022:042:A"
"PCIU8815720",40,"E","E","FCL","","PACIF","ST","033/042B","033","042","B","M1","M1:033:042:B"
"WHLU5819300",40,"E","E","FCL","","WHLL","IWH","099/015B","099","015","B","I4","I4:099:015:B"
"TCLU7328108",20,"E","E","FCL","","ONEPL","ST","017/079A","017","079","A","S3","S3:017:079:A"
"UETU6818399",40,"L","I","FCL","M9558470","CMCGM","IWH","081/025D","081","025","D","I1","I1:081:025:D"
"ECMU5599711",40,"L","I","FCL","M1788617","CMCGM","IWH","119/007C","119","007","C","P5","P5:119:007:C"
"TCNU2202330",40,"E","X","LCL","","CMCGM","EWH","225/049A","225","049","A","E5","E5:225:049:A"
"MSNU2973899",20,"L","I","FCL","FX46143266","MSC","IWH","121/008B","121","008","B","P7","P7:121:008:B"
"FCIU2060884",20,"E","E","FCL","","MSC","WHF","512/081A","512","081","A","3P","3P:512:081:A"
"MSKU5136314",20,"E","E","FCL","","MAI","ST","018/088A","018","088","A","S3","S3:018:088:A"
"DFSU2683912",20,"E","E","FCL","","ESAPL","WHF","514/088B","514","088","B","3P","3P:514:088:B"
"TCNU8693273",40,"E","X","LCL","","CMCGM","WHF","525/001D","525","001","D","5P","5P:525:001:D"
"TCNU4147649",40,"L","X","FCL","639886","CMCGM","HVG","177/010C","177","010","C","H4","H4:177:010:C"
"SEGU5355363",40,"L","I","FCL","M9564338","CMCGM","IWH","118/007A","118","007","A","P5","P5:118:007:A"
"TCKU6240458",40,"L","I","FCL","M9472894","CMCGM","IWH","119/004B","119","004","B","P5","P5:119:004:B"
"MAGU5756649",40,"E","E","FCL","","CMCGM","WHF","534/003C","534","003","C","NP","NP:534:003:C"
"BEAU4000705",40,"L","I","FCL","M9618283","CMCGM","IWH","118/005A","118","005","A","P5","P5:118:005:A"
"ECMU4973220",40,"L","I","FCL","M9532368","CMCGM","IWH","122/002A","122","002","A","P7","P7:122:002:A"
"ONEU2643506",20,"E","E","FCL","","ONEPL","WHF","507/076A","507","076","A","2P","2P:507:076:A"
"TIIU4236811",40,"E","E","FCL","","ECM","ST","037/057B","037","057","B","S5","S5:037:057:B"
"KKTU8190764",20,"E","E","FCL","","ONEPL","ST","016/090A","016","090","A","S3","S3:016:090:A"
"HMMU4650386",40,"L","I","FCL","25H1436287","HMIPL","IWH","081/023C","081","023","C","I1","I1:081:023:C"
"TCLU6938770",20,"E","E","FCL","","ONEPL","WHF","508/074B","508","074","B","2P","2P:508:074:B"
"TXGU7267424",40,"E","E","FCL","","RCL","WHF","521/031A","521","031","A","4P","4P:521:031:A"
"TCLU3896115",20,"E","E","FCL","","ONEPL","EWH","219/019A","219","019","A","E4","E4:219:019:A"
"CAIU6220093",20,"E","E","FCL","","MSC","ST","020/077C","020","077","C","S3","S3:020:077:C"
"ECMU5817794",40,"L","I","FCL","M9558243","CMCGM","IWH","559/001A","559","001","A","IP","IP:559:001:A"
"CMAU9245122",40,"L","I","FCL","M5033395","CMCGM","IWH","554/033C","554","033","C","IP","IP:554:033:C"
"FFAU4458709",40,"L","I","FCL","M6953704","CMCGM","IWH","119/007D","119","007","D","P5","P5:119:007:D"
"BLJU2119682",20,"L","I","FCL","UFL552730","UAIPL","IWH","111/027B","111","027","B","R1","R1:111:027:B"
"CSNU6605600",40,"E","E","FCL","","OOCL","ST","037/016B","037","016","B","S5","S5:037:016:B"
"BSIU9813652",40,"E","E","FCL","","PMIML","ST","039/039A","039","039","A","S5","S5:039:039:A"
"TGHU0979730",20,"L","I","FCL","M9554447","CMCGM","IWH","112/002D","112","002","D","R2","R2:112:002:D"
"EMCU6208133",20,"L","I","FCL","EMCTSR7404","EGI","ST","019/014A","019","014","A","S3","S3:019:014:A"
"TGHU9831363",40,"L","I","FCL","M9470747","CMCGM","IWH","118/003A","118","003","A","P5","P5:118:003:A"
"TCKU6643999",40,"L","I","FCL","M9523372","CMCGM","IWH","084/024B","084","024","B","I2","I2:084:024:B"
"TXGU5277526",40,"L","I","FCL","M9470732","CMCGM","IWH","121/003A","121","003","A","P7","P7:121:003:A"
"SEKU1658108",20,"E","E","FCL","","ECM","ST","015/077C","015","077","C","S3","S3:015:077:C"
"DRYU9118804",40,"E","E","FCL","","SHLP","IWH","091/001A","091","001","A","I3","I3:091:001:A"
"CSNU1791673",20,"L","I","FCL","OOLKQM2334","OOCL","ST","019/010A","019","010","A","S3","S3:019:010:A"
"HMMU4754863",40,"L","I","FCL","0488055","HMIPL","ST","025/009C","025","009","C","S4","S4:025:009:C"
"CBHU4482031",20,"L","I","FCL","OOLKSE0551","OOCL","IWH","110/020A","110","020","A","R1","R1:110:020:A"
"TLLU3038916",20,"L","I","FCL","OOLKRQ7352","OOCL","IWH","110/021B","110","021","B","R1","R1:110:021:B"
"SEGU2311130",20,"L","I","FCL","THBQ49552","ONEPL","IWH","113/008A","113","008","A","R2","R2:113:008:A"
"ONEU6437205",40,"L","I","FCL","THBQ48851","ONEPL","IWH","560/036A","560","036","A","IP","IP:560:036:A"
"ONEU2905015",20,"L","I","FCL","THBQ51281","ONEPL","IWH","110/017A","110","017","A","R1","R1:110:017:A"
"OOLU0961828",20,"L","I","FCL","OOLKFJ0133","OOCL","ST","021/012A","021","012","A","S3","S3:021:012:A"
"ONEU2949815",20,"L","I","FCL","THBQ51325","ONEPL","IWH","111/020B","111","020","B","R1","R1:111:020:B"
"UETU2766506",20,"L","I","FCL","THBQ52759","ONEPL","IWH","112/001C","112","001","C","R2","R2:112:001:C"
"TXGU8694478",40,"L","I","FCL","THBQ48859","ONEPL","IWH","088/025A","088","025","A","I2","I2:088:025:A"
"IAAU2791651",20,"L","I","FCL","IAAF929068","AMPL","IWH","111/024B","111","024","B","R1","R1:111:024:B"
"APZU3835635",20,"E","E","FCL","","CMCGM","IWH","110/027B","110","027","B","R1","R1:110:027:B"
"IAAU2924029",20,"L","I","FCL","IAAF900903","AMPL","IWH","111/023B","111","023","B","R1","R1:111:023:B"
"PCIU0076500",20,"E","E","FCL","","PACIF","ST","014/079A","014","079","A","S2","S2:014:079:A"
"FFAU6453542",40,"L","I","FCL","THBQ48992","ONEPL","IWH","560/007A","560","007","A","IP","IP:560:007:A"
"FTAU2267188",20,"L","I","FCL","THBQ51238","ONEPL","IWH","110/006B","110","006","B","R1","R1:110:006:B"
"FFAU7390460",40,"L","I","FCL","THBQ48863","ONEPL","IWH","135/026A","135","026","A","I6","I6:135:026:A"
"TCLU3986950",20,"L","I","FCL","M9498850","CMCGM","WHF","511/021A","511","021","A","3P","3P:511:021:A"
"TGBU6718496",40,"L","I","FCL","J0495441","CMCGM","NTA","330/005A","330","005","A","N7","N7:330:005:A"
"TCNU5040948",40,"L","I","FCL","0380125","CMCGM","IWH","100/016A","100","016","A","I4","I4:100:016:A"
"TCKU7955862",40,"E","E","LCL","","CMCGM","ST","036/037C","036","037","C","S5","S5:036:037:C"
"TGBU5196490",40,"E","X","LCL","","CMCGM","WHF","525/037D","525","037","D","5P","5P:525:037:D"
"TLLU8954064",40,"L","I","FCL","J0494192","CMCGM","IWH","094/012A","094","012","A","I3","I3:094:012:A"
"SEGU4993580",40,"L","I","FCL","M1835028","CMCGM","IWH","084/014A","084","014","A","I2","I2:084:014:A"
"TGHU1744215",20,"L","I","FCL","M9678956","CMCGM","IWH","551/036B","551","036","B","IP","IP:551:036:B"
"TIIU2339087",20,"E","E","FCL","","SSGSL","ST","017/081B","017","081","B","S3","S3:017:081:B"
"TLLU2286250",20,"E","E","FCL","","COSCO","ST","016/083C","016","083","C","S3","S3:016:083:C"
"CAIU6971849",20,"E","E","FCL","","RCL","ST","020/079C","020","079","C","S3","S3:020:079:C"
"TCNU4520285",40,"L","I","FCL","M9611175","CMCGM","IWH","559/041C","559","041","C","IP","IP:559:041:C"
"TGBU5780029",40,"E","E","FCL","","SSGSL","IWH","097/029A","097","029","A","I4","I4:097:029:A"
"OOCU8576760",40,"E","E","LCL","","OOCL","IWH","087/005D","087","005","D","I2","I2:087:005:D"
"OOCU8857650",40,"L","I","FCL","OOLKWU4630","OOCL","IWH","089/007A","089","007","A","I2","I2:089:007:A"
"FFAU3788049",40,"L","I","LCL","JGT084686","MSC","IWH","552/010B","552","010","B","IP","IP:552:010:B"
"GCXU5019038",40,"L","I","FCL","10470980","HMIPL","IWH","086/011B","086","011","B","I2","I2:086:011:B"
"HMMU6735733",40,"L","I","FCL","32914","HMIPL","IWH","555/031B","555","031","B","IP","IP:555:031:B"
"TCNU2137636",40,"L","I","FCL","M1783912","CMCGM","IWH","118/001B","118","001","B","P5","P5:118:001:B"
"TCKU3738149",20,"L","I","FCL","M6831373","CMCGM","ST","016/016B","016","016","B","S3","S3:016:016:B"
"CMAU3150138",20,"E","E","FCL","","CMANL","WHF","529/004C","529","004","C","6P","6P:529:004:C"
"FTAU1846713",20,"L","I","FCL","M5233957","CMCGM","ST","017/012A","017","012","A","S3","S3:017:012:A"
"TGBU2191730",20,"L","X","FCL","","CMCGM","ST","006/067B","006","067","B","S1","S1:006:067:B"
"OOLU0567748",20,"L","I","FCL","OOLKRP6087","OOCL","ST","021/014A","021","014","A","S3","S3:021:014:A"
"OOCU9863317",40,"L","I","FCL","OOLKRP9974","OOCL","IWH","093/022A","093","022","A","I3","I3:093:022:A"
"TXGU4114648",40,"L","I","FCL","OOLKHM6584","OOCL","ST","027/051A","027","051","A","S4","S4:027:051:A"
"TEMU4871675",20,"L","I","FCL","OOLKQN2645","OOCL","WHF","512/016A","512","016","A","3P","3P:512:016:A"
"MSBU8152888",40,"L","I","FCL","421074","MSC","ST","025/046B","025","046","B","S4","S4:025:046:B"
"GCXU5000520",40,"E","E","FCL","","SSGSL","IWH","553/001A","553","001","A","IP","IP:553:001:A"
"CSLU1810734",20,"L","I","FCL","OOLLBF9517","OOCL","ST","019/017C","019","017","C","S3","S3:019:017:C"
"SEGU5111011",40,"L","I","FCL","T0873842","SSSGS","WHF","516/038C","516","038","C","4P","4P:516:038:C"
"ONEU2619120",20,"L","I","FCL","07953","ONEPL","NTA","298/035C","298","035","C","N1","N1:298:035:C"
"ONEU6919491",40,"L","I","FCL","THBQ48882","ONEPL","IWH","136/005A","136","005","A","I6","I6:136:005:A"
"ONEU7513505",40,"L","I","FCL","THBQ49887","ONEPL","IWH","555/031A","555","031","A","IP","IP:555:031:A"
"SEKU1505177",20,"L","I","FCL","THBP18256","ONEPL","ST","016/005A","016","005","A","S3","S3:016:005:A"
"BSIU8490508",40,"E","E","FCL","","SHLP","IWH","085/018A","085","018","A","I2","I2:085:018:A"
"MSMU1286153",20,"E","E","FCL","","MSC","ST","025/074A","025","074","A","S4","S4:025:074:A"
"TEMU1491692",20,"L","I","FCL","25H1444405","HMIPL","IWH","110/009B","110","009","B","R1","R1:110:009:B"
"APZU3731604",20,"L","X","FCL","","CMCGM","EWH","198/003A","198","003","A","E1","E1:198:003:A"
"ECMU2980555",20,"E","E","FCL","","CMCGM","WHF","507/079A","507","079","A","2P","2P:507:079:A"
"TCNU7214530",40,"E","E","FCL","","CMCGM","ST","041/026B","041","026","B","S5","S5:041:026:B"
"FANU5044733",40,"L","I","FCL","HLK4591148","HLI","IWH","558/037A","558","037","A","IP","IP:558:037:A"
"INKU6660282",40,"E","E","FCL","","MAMPL","ST","035/030A","035","030","A","M1","M1:035:030:A"
"TGBU7039714",40,"L","I","FCL","ATC002992","MAMPL","ST","023/026C","023","026","C","S4","S4:023:026:C"
"WHLU5378490",40,"E","E","FCL","","NAV","WHF","521/029C","521","029","C","4P","4P:521:029:C"
"TLLU6074141",40,"E","E","FCL","","ONEPL","IWH","553/026A","553","026","A","IP","IP:553:026:A"
"ZCSU6606802",40,"E","E","FCL","","SSGSL","IWH","098/033A","098","033","A","I4","I4:098:033:A"
"HLXU8301260",40,"L","I","FCL","HLK4591239","HLI","IWH","560/040B","560","040","B","IP","IP:560:040:B"
"ZCSU7510921",40,"L","I","FCL","A4260337706","SSGSL","ST","021/020D","021","020","D","S3","S3:021:020:D"
"HAMU1775682",40,"L","X","FCL","","HLI","ST","011/042C","011","042","C","S2","S2:011:042:C"
"OOCU8535252",40,"E","E","LCL","","OOCL","ST","039/028B","039","028","B","S5","S5:039:028:B"
"FSCU8793698",40,"L","I","FCL","OOLKWT9407","OOCL","IWH","086/004A","086","004","A","I2","I2:086:004:A"
"ARKU8581140",40,"E","E","FCL","","PRMA","IWH","099/026A","099","026","A","I4","I4:099:026:A"
"DRYU9539531",40,"E","E","FCL","","SHLP","IWH","097/027A","097","027","A","I4","I4:097:027:A"
"TLLU3325407",20,"E","E","FCL","","COSCO","ST","015/077D","015","077","D","S3","S3:015:077:D"
"KCSU1709221",20,"E","E","FCL","","SHLP","ST","018/081A","018","081","A","S3","S3:018:081:A"
"TSSU5276423",40,"E","E","FCL","","TLLNS","ST","036/047A","036","047","A","S5","S5:036:047:A"
"DRYU9540208",40,"E","E","FCL","","SHLP","ST","037/030B","037","030","B","S5","S5:037:030:B"
"CAAU2528465",20,"E","E","FCL","","CMT","ST","015/082C","015","082","C","S3","S3:015:082:C"
"KMTU7474360",20,"L","I","FCL","KSC617167","KMTP","ST","019/018B","019","018","B","S3","S3:019:018:B"
"YMLU8793481",40,"E","E","FCL","","YML","ST","029/042B","029","042","B","M1","M1:029:042:B"
"OOLU9739730",40,"L","I","FCL","CW313696","COSCO","ST","027/059B","027","059","B","S4","S4:027:059:B"
"CMAU7380252",40,"L","I","FCL","M9500641","CMCGM","NTA","334/029A","334","029","A","N8","N8:334:029:A"
"BEAU2004379",20,"L","I","FCL","M9473822","CMCGM","IWH","111/005B","111","005","B","R1","R1:111:005:B"
"BEAU2314651",20,"E","E","FCL","","KMTP","WHF","509/016A","509","016","A","2P","2P:509:016:A"
"EITU1285806",40,"E","E","FCL","","BLDPL","IWH","084/010B","084","010","B","I2","I2:084:010:B"
"CAAU8715843",40,"L","I","FCL","CNXMN2504279","RCL","IWH","559/041A","559","041","A","IP","IP:559:041:A"
"CLPU2022240",20,"L","I","FCL","KASE173141","ISAPL","ST","017/007C","017","007","C","S3","S3:017:007:C"
"BEAU2007927",20,"L","X","FCL","639953","CMCGM","WHF","501/060A","501","060","A","1P","1P:501:060:A"
"HPCU5188447",40,"E","E","FCL","","TLLNS","WHF","521/044B","521","044","B","4P","4P:521:044:B"
"EMCU1749710",40,"L","I","FCL","EMCTWT9053","EGI","WHF","516/013C","516","013","C","4P","4P:516:013:C"
"RFSU2000157",20,"E","E","FCL","","SHLP","ST","020/082B","020","082","B","S3","S3:020:082:B"
"SEGU3280413",20,"L","I","FCL","KSC617056","KMTP","WHF","507/016A","507","016","A","2P","2P:507:016:A"
"DRYU9536255",40,"E","E","FCL","","SHLP","ST","035/024B","035","024","B","M1","M1:035:024:B"
"FFAU3100304",40,"L","I","FCL","CW313620","COSCO","WHF","520/031A","520","031","A","4P","4P:520:031:A"
"TCKU6745769",40,"E","E","FCL","","PRMA","IWH","559/010A","559","010","A","IP","IP:559:010:A"
"DRYU9873512",40,"E","E","LCL","","UAIPL","WHF","520/036A","520","036","A","4P","4P:520:036:A"
"ZCSU7082607",40,"L","I","FCL","4250690268","SSGSL","IWH","560/015A","560","015","A","IP","IP:560:015:A"
"HMMU4716143",40,"L","I","FCL","H4614680","HMIPL","ST","027/039C","027","039","C","S4","S4:027:039:C"
"FFAU2448023",40,"L","I","FCL","OOLKZB7116","OOCL","ST","025/041A","025","041","A","S4","S4:025:041:A"
"TCLU1877013",40,"L","I","FCL","M9143646","CMCGM","IWH","095/001A","095","001","A","I3","I3:095:001:A"
"DFSU7023779",40,"E","E","FCL","","OOCL","ST","035/022C","035","022","C","M1","M1:035:022:C"
"ARKU8319757",40,"E","E","FCL","","PRMA","ST","024/067A","024","067","A","S4","S4:024:067:A"
"DRYU9622121",40,"E","E","FCL","","CMCGM","IWH","099/026D","099","026","D","I4","I4:099:026:D"
"DFSU7475676",40,"L","I","FCL","HLD2816409","HLI","ST","024/058A","024","058","A","S4","S4:024:058:A"
"CSNU8747456",40,"L","I","FCL","CW313619","COSCO","ST","023/042A","023","042","A","S4","S4:023:042:A"
"TLLU2454225",20,"L","X","FCL","","HLI","EWH","209/024B","209","024","B","E2","E2:209:024:B"
"IAAU2062177",20,"L","I","FCL","IAAJ338293","AMPL","ST","019/014D","019","014","D","S3","S3:019:014:D"
"MSMU7089207",40,"L","I","FCL","FX47294902","MSC","IWH","560/007B","560","007","B","IP","IP:560:007:B"
"KMTU9388868",40,"L","I","FCL","CF925141","KMTP","WHF","527/041A","527","041","A","6P","6P:527:041:A"
"MSDU8089294",40,"L","I","FCL","FX44361183","MSC","ST","024/034D","024","034","D","S4","S4:024:034:D"
"WHSU5497196",40,"E","E","FCL","","WHLL","WHF","520/008B","520","008","B","4P","4P:520:008:B"
"TCNU1245404",40,"L","I","FCL","FX37978904","MSC","IWH","557/014A","557","014","A","IP","IP:557:014:A"
"MSBU2479338",20,"L","I","FCL","FX45701540","MSC","ST","016/011A","016","011","A","S3","S3:016:011:A"
"ONEU5899997",40,"L","I","FCL","CNDY14384","ONEPL","WHF","517/009A","517","009","A","4P","4P:517:009:A"
"GCXU5469708",40,"E","E","FCL","","COSCO","ST","036/037B","036","037","B","S5","S5:036:037:B"
"FSCU8638069",40,"E","E","FCL","","COSCO","ST","036/055A","036","055","A","S5","S5:036:055:A"
"HAMU1551091",40,"L","X","FCL","","HLI","ST","011/042A","011","042","A","S2","S2:011:042:A"
"NYKU3851791",20,"L","I","FCL","THBQ51202","ONEPL","IWH","110/012B","110","012","B","R1","R1:110:012:B"
"ONEU1999365",40,"L","I","FCL","KRAY20817","ONEPL","ST","025/034A","025","034","A","S4","S4:025:034:A"
"ONEU6427017",40,"L","I","FCL","CNDV28346","ONEPL","IWH","089/017A","089","017","A","I2","I2:089:017:A"
"FFAU6744635",40,"L","I","FCL","HKA148636","ONEPL","ST","026/038A","026","038","A","S4","S4:026:038:A"
"TCNU2144471",40,"L","I","FCL","M9679779","CMCGM","WHF","517/013D","517","013","D","4P","4P:517:013:D"
"TXGU4344656",40,"E","X","LCL","","CMCGM","EWH","225/002A","225","002","A","E5","E5:225:002:A"
"CMAU7348543",40,"E","E","LCL","","CMCGM","EWH","200/017A","200","017","A","E1","E1:200:017:A"
"CMAU6002638",40,"L","I","FCL","M9473996","CMCGM","WHF","518/036D","518","036","D","4P","4P:518:036:D"
"TGHU6354210",40,"L","I","FCL","M7348155","CMCGM","IWH","555/033B","555","033","B","IP","IP:555:033:B"
"WFHU5181580",40,"L","I","FCL","M7348022","CMCGM","IWH","137/013A","137","013","A","I6","I6:137:013:A"
"TLLU8293494",40,"L","I","FCL","M9648260","CMCGM","IWH","099/003B","099","003","B","I4","I4:099:003:B"
"CMAU4243636",40,"L","I","FCL","IE0020304","CMCGM","ST","025/009D","025","009","D","S4","S4:025:009:D"
"TRHU3734917",20,"L","I","FCL","M9498259","CMCGM","ST","018/014A","018","014","A","S3","S3:018:014:A"
"SEKU5761670",40,"L","I","FCL","M9260664","CMCGM","WHF","515/009A","515","009","A","3P","3P:515:009:A"
"CMAU7909454",40,"L","I","FCL","IPC96894","CMCGM","ST","028/037A","028","037","A","S4","S4:028:037:A"
"UETU6176750",40,"L","I","FCL","M9777605","CMCGM","NTA","330/008A","330","008","A","N7","N7:330:008:A"
"FFAU5966181",40,"L","I","FCL","UL1285412","CMCGM","ST","023/010B","023","010","B","S4","S4:023:010:B"
"TCKU7828997",40,"L","I","FCL","J0509426","CMCGM","NTA","331/005A","331","005","A","N7","N7:331:005:A"
"CMAU6983502",40,"L","I","FCL","J0492180","CMCGM","NTA","329/008B","329","008","B","N7","N7:329:008:B"
"UETU7458511",40,"L","I","FCL","M8618000","CMCGM","ST","021/043A","021","043","A","S3","S3:021:043:A"
"TCNU3139269",40,"L","I","FCL","M9646897","CMCGM","IWH","088/002A","088","002","A","I2","I2:088:002:A"
"TXGU8074585",40,"E","E","FCL","","OOCL","WHF","521/050C","521","050","C","4P","4P:521:050:C"
"MSNU9018438",40,"L","I","FCL","2236271","MSC","ST","029/025B","029","025","B","M1","M1:029:025:B"
"TGBU4408300",40,"L","I","FCL","FX43041526","MSC","ST","026/020A","026","020","A","S4","S4:026:020:A"
"OOCU9456857",40,"L","I","FCL","OOLKWX3343","OOCL","IWH","083/024B","083","024","B","I1","I1:083:024:B"
"CAAU6174185",40,"L","I","FCL","M7057277","CMCGM","IWH","085/010A","085","010","A","I2","I2:085:010:A"
"CMAU7461061",40,"L","I","FCL","M9779155","CMCGM","IWH","086/004B","086","004","B","I2","I2:086:004:B"
"TLLU4144682",40,"L","I","FCL","M7399912","CMCGM","ST","021/030D","021","030","D","S3","S3:021:030:D"
"CAIU9429560",40,"L","I","FCL","M1841467","CMCGM","IWH","100/020A","100","020","A","I4","I4:100:020:A"
"CMAU8782786",40,"L","I","FCL","M7277261","CMCGM","ST","027/039A","027","039","A","S4","S4:027:039:A"
"SEGU4314755",40,"L","I","FCL","J0497348","CMCGM","IWH","091/005A","091","005","A","I3","I3:091:005:A"
"ESDU9203818",40,"E","E","FCL","","ESAPL","IWH","096/031D","096","031","D","I4","I4:096:031:D"
"APHU7209220",40,"L","I","FCL","M1845702","CMCGM","WHF","516/001D","516","001","D","4P","4P:516:001:D"
"TLLU3597827",20,"L","I","FCL","ECON022614015","ECM","IWH","125/005A","125","005","A","I7","I7:125:005:A"
"ESDU4267770",40,"L","I","FCL","D2662990","ESAPL","ST","024/048D","024","048","D","S4","S4:024:048:D"
"BEAU5415711",40,"L","I","FCL","SGAI43775","ONEPL","ST","024/048C","024","048","C","S4","S4:024:048:C"
"TCNU6213098",40,"L","I","LCL","J0497300","CMCGM","IWH","079/011A","079","011","A","I1","I1:079:011:A"
"TRHU6534548",40,"L","I","FCL","FX47327685","MSC","ST","024/046D","024","046","D","S4","S4:024:046:D"
"MEDU4594747",40,"L","I","FCL","FX46503131","MSC","WHF","515/001A","515","001","A","3P","3P:515:001:A"
"CSNU7321698",40,"L","I","FCL","00297203","OOCL","WHF","512/005A","512","005","A","3P","3P:512:005:A"
"CSNU6746002",40,"L","I","FCL","00296750","OOCL","ST","025/009B","025","009","B","S4","S4:025:009:B"
"OOCU9489315",40,"L","I","FCL","00296752","OOCL","ST","028/035D","028","035","D","S4","S4:028:035:D"
"TGBU4760326",40,"L","I","FCL","00296753","OOCL","ST","026/011C","026","011","C","S4","S4:026:011:C"
"FFAU3280335",40,"L","I","FCL","00296740","OOCL","ST","018/021C","018","021","C","S3","S3:018:021:C"
"MSDU7932070",40,"L","I","FCL","FX46503045","MSC","ST","018/021B","018","021","B","S3","S3:018:021:B"
"HPCU4416286",40,"L","I","FCL","262","PACIF","ST","028/009A","028","009","A","S4","S4:028:009:A"
"SEKU4538111",40,"L","I","FCL","JO493880","CMCGM","IWH","091/019A","091","019","A","I3","I3:091:019:A"
"OOCU0948835",20,"L","I","FCL","NK059293","COSCO","ST","020/017A","020","017","A","S3","S3:020:017:A"
"GESU6103762",40,"L","I","FCL","M7723100","CMCGM","ST","024/027C","024","027","C","S4","S4:024:027:C"
"TRHU8560232",40,"E","E","LCL","","CMCGM","WHF","520/022B","520","022","B","4P","4P:520:022:B"
